"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","LIFEEXP","MEN","YR","A","2011",76.8,
"SVN","LIFEEXP","MEN","YR","A","2012",77.1,
"SVN","LIFEEXP","MEN","YR","A","2013",77.2,
"SVN","LIFEEXP","MEN","YR","A","2014",78.2,
"SVN","LIFEEXP","MEN","YR","A","2015",77.8,
"SVN","LIFEEXP","MEN","YR","A","2016",78.2,
"SVN","LIFEEXP","MEN","YR","A","2017",78.2,
"LVA","LIFEEXP","MEN","YR","A","2002",64.4,
"LVA","LIFEEXP","MEN","YR","A","2003",65.3,
"LVA","LIFEEXP","MEN","YR","A","2004",65.6,
"LVA","LIFEEXP","MEN","YR","A","2005",64.9,
"LVA","LIFEEXP","MEN","YR","A","2006",65,
"LVA","LIFEEXP","MEN","YR","A","2007",65.3,
"LVA","LIFEEXP","MEN","YR","A","2008",66.5,
"LVA","LIFEEXP","MEN","YR","A","2009",67.5,
"LVA","LIFEEXP","MEN","YR","A","2010",67.9,
"LVA","LIFEEXP","MEN","YR","A","2011",68.6,
"LVA","LIFEEXP","MEN","YR","A","2012",68.9,
"LVA","LIFEEXP","MEN","YR","A","2013",69.3,
"LVA","LIFEEXP","MEN","YR","A","2014",69.1,
"LVA","LIFEEXP","MEN","YR","A","2015",69.7,
"LVA","LIFEEXP","MEN","YR","A","2016",69.8,
"LVA","LIFEEXP","MEN","YR","A","2017",69.8,
"LTU","LIFEEXP","MEN","YR","A","1970",66.8,
"LTU","LIFEEXP","MEN","YR","A","1971",67.6,
"LTU","LIFEEXP","MEN","YR","A","1972",66.9,
"LTU","LIFEEXP","MEN","YR","A","1973",67.3,
"LTU","LIFEEXP","MEN","YR","A","1974",67.1,
"LTU","LIFEEXP","MEN","YR","A","1975",66.4,
"LTU","LIFEEXP","MEN","YR","A","1976",66.3,
"LTU","LIFEEXP","MEN","YR","A","1977",66.2,
"LTU","LIFEEXP","MEN","YR","A","1978",66,
"LTU","LIFEEXP","MEN","YR","A","1979",65.5,
"LTU","LIFEEXP","MEN","YR","A","1980",65.4,
"LTU","LIFEEXP","MEN","YR","A","1981",65.3,
"LTU","LIFEEXP","MEN","YR","A","1982",65.7,
"LTU","LIFEEXP","MEN","YR","A","1983",65.7,
"LTU","LIFEEXP","MEN","YR","A","1984",65.1,
"LTU","LIFEEXP","MEN","YR","A","1985",65.6,
"LTU","LIFEEXP","MEN","YR","A","1986",67.8,
"LTU","LIFEEXP","MEN","YR","A","1987",67.6,
"LTU","LIFEEXP","MEN","YR","A","1988",67.4,
"LTU","LIFEEXP","MEN","YR","A","1989",66.9,
"LTU","LIFEEXP","MEN","YR","A","1990",66.4,
"LTU","LIFEEXP","MEN","YR","A","1991",65.1,
"LTU","LIFEEXP","MEN","YR","A","1992",64.8,
"LTU","LIFEEXP","MEN","YR","A","1993",63.1,
"LTU","LIFEEXP","MEN","YR","A","1994",62.5,
"LTU","LIFEEXP","MEN","YR","A","1995",63.3,
"LTU","LIFEEXP","MEN","YR","A","1996",64.6,
"LTU","LIFEEXP","MEN","YR","A","1997",65.5,
"LTU","LIFEEXP","MEN","YR","A","1998",66,
"LTU","LIFEEXP","MEN","YR","A","1999",66.3,
"LTU","LIFEEXP","MEN","YR","A","2000",66.7,
"LTU","LIFEEXP","MEN","YR","A","2001",65.9,
"LTU","LIFEEXP","MEN","YR","A","2002",66.1,
"LTU","LIFEEXP","MEN","YR","A","2003",66.4,
"LTU","LIFEEXP","MEN","YR","A","2004",66.2,
"LTU","LIFEEXP","MEN","YR","A","2005",65.2,
"LTU","LIFEEXP","MEN","YR","A","2006",65,
"LTU","LIFEEXP","MEN","YR","A","2007",64.5,
"LTU","LIFEEXP","MEN","YR","A","2008",65.9,
"LTU","LIFEEXP","MEN","YR","A","2009",67.1,
"LTU","LIFEEXP","MEN","YR","A","2010",67.6,
"LTU","LIFEEXP","MEN","YR","A","2011",68.1,
"LTU","LIFEEXP","MEN","YR","A","2012",68.4,
"LTU","LIFEEXP","MEN","YR","A","2013",68.5,
"LTU","LIFEEXP","MEN","YR","A","2014",69.2,
"LTU","LIFEEXP","MEN","YR","A","2015",69.2,
"LTU","LIFEEXP","MEN","YR","A","2016",69.5,
"LTU","LIFEEXP","MEN","YR","A","2017",70.7,
